,Unnamed: 0,MAL_ID,Name,Score,Genres,English name,Japanese name,Type,Episodes,Aired,Premiered,Producers,Licensors,Studios,Source,Duration,Rating,Ranked,Popularity,Members,Favorites,Watching,Completed,On-Hold,Dropped,Plan to Watch,Score-10,Score-9,Score-8,Score-7,Score-6,Score-5,Score-4,Score-3,Score-2,Score-1
3692,3692,4515,Seton Doubutsuki: Risu no Banner,6.56,"Kids, Drama",Bannertail:The Story of Gray Squirrel,シートン動物記　りすのバナ,TV,26,"Apr 7, 1979 to Sep 29, 1979",Spring 1979,Unknown,Unknown,Nippon Animation,Unknown,23 min. per ep.,G - All Ages,5583.0,10079,1179,3,37,683,38,110,311,44.0,25.0,53.0,129.0,102.0,65.0,14.0,9.0,7.0,9.0
3693,3693,4521,Watt Poe to Bokura no Ohanashi,6.11,"Adventure, Sci-Fi",Watt Poe,ワット・ボーとぼくらのお話,OVA,1,"Aug 12, 1988",Unknown,"Konami, Pony Canyon",Unknown,Unknown,Unknown,54 min.,PG - Children,7747.0,12026,515,0,14,238,15,47,201,7.0,8.0,15.0,40.0,46.0,38.0,11.0,5.0,3.0,2.0
3694,3694,4522,Bounty Hunter: The Hard,5.79,"Action, Police",Unknown,ザ・ハ－ド,OVA,1,"May 1, 1996",Unknown,Unknown,Unknown,J.C.Staff,Manga,48 min.,R+ - Mild Nudity,8867.0,10545,958,0,37,533,18,43,327,9.0,9.0,25.0,87.0,106.0,91.0,44.0,24.0,9.0,7.0
3695,3695,4524,Shenmue: The Movie,6.08,"Action, Game, Adventure, Martial Arts",Unknown,シェンムー・ザ・ムービー,Movie,1,"Sep 8, 2001",Unknown,Unknown,Unknown,Unknown,Game,1 hr. 30 min.,PG-13 - Teens 13 or older,7896.0,9989,1224,7,48,596,31,42,507,35.0,16.0,54.0,99.0,85.0,45.0,40.0,27.0,8.0,12.0
3696,3696,4531,Dark Cat,3.38,"Action, Super Power, Supernatural, Demons, Horror",Unknown,ダークキャット,OVA,1,"Nov 28, 1991",Unknown,Nikkatsu,Media Blasters,Unknown,Manga,50 min.,R - 17+ (violence & profanity),11048.0,7471,3470,8,82,2138,48,91,1111,45.0,9.0,29.0,87.0,119.0,163.0,250.0,245.0,360.0,505.0
3697,3697,4532,Taiyou no Yuusha Fighbird,6.69,"Action, Mecha, Sci-Fi",Brave of the Sun Fighbird,太陽の勇者ファイバード,TV,48,"Feb 2, 1991 to Feb 1, 1992",Winter 1991,Nagoya Broadcasting Network,Unknown,Sunrise,Unknown,23 min. per ep.,G - All Ages,4944.0,8315,2481,11,133,545,117,112,1574,65.0,27.0,84.0,103.0,78.0,46.0,27.0,5.0,3.0,2.0
3698,3698,4533,Uchuu Kazoku Carlvinson,6.46,"Comedy, Fantasy, Sci-Fi",Unknown,宇宙家族カールビンソン,OVA,1,"Dec 21, 1988",Unknown,Unknown,Unknown,Doga Kobo,Manga,45 min.,PG-13 - Teens 13 or older,6129.0,9034,1872,6,65,934,31,40,802,26.0,27.0,116.0,196.0,194.0,94.0,32.0,15.0,9.0,2.0
3699,3699,4534,Choujin Locke: Shinsekai Sentai,5.98,"Action, Sci-Fi, Super Power",Locke the Superman:New World Command,超人ロック 新世界戦隊,OVA,2,"Aug 22, 1991 to Oct 24, 1991",Unknown,Bandai,Unknown,Nippon Animation,Manga,50 min. per ep.,PG-13 - Teens 13 or older,8283.0,10436,1009,1,41,420,26,41,481,13.0,10.0,22.0,55.0,82.0,63.0,27.0,8.0,6.0,5.0
3700,3700,4535,Candy Boy: Nonchalant Talk of the Certain Twin Sisters in Daily Life,6.87,"Romance, School, Shoujo Ai",Unknown,Candy boy -Nonchalant talk of the certain twin sisters in daily life-,ONA,7,"May 2, 2008 to May 8, 2009",Unknown,Half H.P Studio,Unknown,AIC,Original,15 min. per ep.,PG-13 - Teens 13 or older,4135.0,1930,63506,340,2845,37366,1926,2335,19034,2041.0,2783.0,5974.0,8293.0,5374.0,3258.0,1460.0,597.0,340.0,234.0
3701,3701,4536,Muteki Robo Trider G7,6.42,"Comedy, Mecha, Sci-Fi, Space",Invincible Robo Trider G7,無敵ロボトライダーG7,TV,50,"Feb 2, 1980 to Jan 3, 1981",Winter 1980,Sotsu,Unknown,Sunrise,Original,24 min. per ep.,G - All Ages,6319.0,10678,899,1,51,329,42,98,379,17.0,15.0,33.0,66.0,58.0,37.0,14.0,6.0,10.0,5.0
3702,3702,4537,Yagami-kun no Katei no Jijou,6.18,Comedy,Unknown,八神くんの家庭の事情,OVA,3,"May 25, 1990",Unknown,Kitty Films,Unknown,Production I.G,Manga,30 min. per ep.,PG-13 - Teens 13 or older,7470.0,9879,1309,5,56,641,29,65,518,23.0,26.0,61.0,117.0,103.0,67.0,44.0,30.0,7.0,12.0
3703,3703,4540,Gundam: Mission to the Rise,5.58,"Action, Mecha, Sci-Fi",Gundam:Mission To The Rise,GUNDAM Mission to the Rise,Special,1,"Aug 1, 1998",Unknown,Unknown,Unknown,Sunrise,Unknown,2 min.,PG-13 - Teens 13 or older,9467.0,6861,4332,5,94,2533,57,99,1549,52.0,46.0,108.0,237.0,403.0,426.0,172.0,98.0,47.0,47.0
3704,3704,4541,Vicious,5.88,Hentai,Vicious,ヴィシャス,OVA,2,"Jan 18, 2001 to May 1, 2001",Unknown,Unknown,NuTech Digital,Unknown,Manga,30 min. per ep.,Rx - Hentai,Unknown,9192,1740,2,110,982,51,100,497,38.0,30.0,65.0,124.0,134.0,113.0,70.0,39.0,25.0,20.0
3705,3705,4544,Wanghu Sim Cheong,Unknown,Fantasy,Unknown,왕후 심청,Movie,1,"Aug 12, 2005",Unknown,SEK Studios,Unknown,Unknown,Unknown,1 hr. 35 min.,G - All Ages,12776.0,12281,470,2,17,65,19,45,324,9.0,3.0,9.0,12.0,5.0,4.0,2.0,Unknown,Unknown,1.0
3706,3706,4547,RoboDz,Unknown,Sci-Fi,Unknown,ロボディーズ-RoboDz-風雲篇,TV,26,"Jun 2, 2008 to Nov 24, 2008",Summer 2008,Unknown,Unknown,Toei Animation,Unknown,5 min. per ep.,PG - Children,11730.0,13948,263,0,24,61,7,61,110,4.0,Unknown,1.0,8.0,3.0,10.0,4.0,1.0,Unknown,9.0
3707,3707,4548,Yozakura Quartet,6.84,"Action, Magic, Comedy, Super Power, Supernatural, Shounen",Unknown,夜桜四重奏 ～ヨザクラカルテット～,TV,12,"Oct 3, 2008 to Dec 19, 2008",Fall 2008,TBS,Sentai Filmworks,Nomad,Manga,24 min. per ep.,PG-13 - Teens 13 or older,4291.0,1221,119643,173,7600,40256,4937,5457,61393,1233.0,2208.0,5941.0,10439.0,6556.0,3277.0,1231.0,417.0,186.0,157.0
3708,3708,4549,Hokuto no Ken: Raoh Gaiden Ten no Haoh,7.14,"Action, Drama, Martial Arts",Legends of the Dark King:A Fist of the North Star Story,北斗の拳 ラオウ外伝 天の覇王,TV,13,"Oct 3, 2008 to Dec 26, 2008",Fall 2008,"Showgate, Index",Sentai Filmworks,Satelight,Manga,24 min. per ep.,R - 17+ (violence & profanity),3046.0,4839,10376,30,513,5086,410,431,3936,301.0,399.0,921.0,1244.0,629.0,322.0,121.0,52.0,22.0,35.0
3709,3709,4550,Hyakko,7.26,"Comedy, School, Slice of Life",Unknown,ヒャッコ,TV,13,"Oct 2, 2008 to Dec 25, 2008",Fall 2008,Flex Comix,Nozomi Entertainment,Nippon Animation,Manga,24 min. per ep.,PG-13 - Teens 13 or older,2525.0,2524,40506,116,1653,22740,1785,2550,11778,930.0,2281.0,4916.0,5634.0,2821.0,1424.0,483.0,217.0,93.0,80.0
3710,3710,4551,Hakushaku to Yousei,7.28,"Adventure, Historical, Magic, Romance, Fantasy, Shoujo",Earl and Fairy,伯爵と妖精,TV,12,"Sep 29, 2008 to Dec 24, 2008",Fall 2008,Unknown,Discotek Media,Artland,Light novel,25 min. per ep.,PG-13 - Teens 13 or older,2423.0,1366,102568,618,4508,62792,3594,3992,27682,4103.0,5952.0,10796.0,13663.0,7650.0,3695.0,1300.0,432.0,233.0,123.0
3711,3711,4553,Sukima no Kuni no Polta,5.89,Fantasy,Unknown,スキマの国のポルタ,TV,13,"Sep 15, 2005 to Jul 19, 2007",Fall 2005,Aniplex,Unknown,Unknown,Unknown,5 min. per ep.,G - All Ages,8546.0,13128,336,2,18,145,9,55,109,9.0,2.0,9.0,17.0,24.0,26.0,12.0,9.0,2.0,3.0
3712,3712,4554,Dokkiri Doctor,6.56,"Slice of Life, Comedy, School",Startling Doctor,どっきりドクター,TV,26,"Oct 21, 1998 to Jun 23, 1999",Fall 1998,Unknown,Unknown,Studio Pierrot,Manga,25 min. per ep.,PG-13 - Teens 13 or older,5563.0,10673,906,2,47,252,52,96,459,11.0,15.0,27.0,64.0,39.0,32.0,12.0,3.0,4.0,8.0
3713,3713,4555,Yakata Jukujo,6.08,Hentai,Milf Mansion,館熟女,OVA,2,"Dec 7, 2007 to Mar 7, 2008",Unknown,Digital Works,Unknown,Y.O.U.C,Visual novel,30 min. per ep.,Rx - Hentai,Unknown,7100,3993,8,296,2387,170,206,934,108.0,102.0,178.0,298.0,383.0,273.0,139.0,61.0,68.0,35.0
3714,3714,4556,Mirai Choujuu Fobia,4.89,"Hentai, Horror",Fobia,未来超獣フォビア,OVA,2,"Oct 27, 1995 to Sep 27, 1996",Unknown,Unknown,Unknown,Unknown,Unknown,42 min. per ep.,Rx - Hentai,Unknown,10389,1033,0,88,422,45,80,398,11.0,3.0,8.0,18.0,34.0,60.0,63.0,23.0,31.0,31.0
3715,3715,4557,Handle With Care..,5.26,Hentai,Unknown,Handle with Care..,OVA,1,"Mar 25, 2002",Unknown,Milky Animation Label,Unknown,Unknown,Unknown,30 min.,Rx - Hentai,Unknown,10757,874,0,63,309,52,78,372,11.0,4.0,4.0,22.0,30.0,38.0,29.0,20.0,14.0,22.0
3716,3716,4558,Yukiyo Ichiya Monogatari,5.73,"Hentai, Historical",Snow Night Stories,雪夜一夜物語,OVA,3,"Mar 18, 2004 to Jul 29, 2005",Unknown,Schoolzone,Unknown,Unknown,Original,15 min. per ep.,Rx - Hentai,Unknown,9406,1602,2,115,847,81,103,456,34.0,24.0,44.0,87.0,133.0,123.0,64.0,41.0,21.0,20.0
3717,3717,4560,Matou Kitan Zankan!,5.15,Hentai,Unknown,魔討綺譚 ZANKAN（斬奸）!,OVA,2,"Sep 27, 1996 to Jan 24, 1997",Unknown,"Pink Pineapple, AIC",Unknown,Unknown,Unknown,30 min. per ep.,Rx - Hentai,Unknown,11139,750,1,53,345,30,72,250,9.0,2.0,7.0,29.0,37.0,57.0,32.0,22.0,19.0,19.0
3718,3718,4561,Zoku Gosenzo San'e,5.5,"Hentai, Vampire",Unknown,続・御先祖賛江,OVA,4,"Oct 25, 2000 to Apr 25, 2001",Unknown,"AIC, Green Bunny",Unknown,Unknown,Original,30 min. per ep.,Rx - Hentai,Unknown,9759,1381,1,95,658,62,100,466,31.0,13.0,32.0,62.0,106.0,78.0,62.0,26.0,24.0,28.0
3719,3719,4562,Chikan Juunin-tai The Animation,5.97,Hentai,Unknown,痴漢十人隊 THE ANIMATION,OVA,5,"Jul 8, 2004 to Aug 7, 2004",Unknown,Soft on Demand,Unknown,Unknown,Original,30 min. per ep.,Rx - Hentai,Unknown,8523,2281,7,201,1156,107,136,681,46.0,37.0,79.0,131.0,154.0,166.0,52.0,26.0,29.0,24.0
3720,3720,4563,Bakukyuu Hit! Crash B-Daman,6.01,"Game, Adventure, Kids",Unknown,爆球HIT! クラッシュビーダマン,TV,50,"Jan 9, 2006 to Dec 25, 2006",Winter 2006,Heewon Entertainment,Unknown,SynergySP,Unknown,23 min. per ep.,PG - Children,8179.0,9529,1509,13,84,685,55,120,565,40.0,17.0,48.0,102.0,126.0,86.0,35.0,22.0,22.0,12.0
3721,3721,4565,Tengen Toppa Gurren Lagann Movie 2: Lagann-hen,8.57,"Action, Mecha, Sci-Fi, Space, Super Power",Gurren Lagann The Movie:The Lights in the Sky are Stars,天元突破グレンラガン 螺巌篇,Movie,1,"Apr 22, 2009",Unknown,Aniplex,Aniplex of America,Gainax,Original,2 hr. 5 min.,R+ - Mild Nudity,82.0,876,168762,989,3490,112502,1445,972,50353,23194.0,22202.0,19604.0,9139.0,2910.0,1104.0,369.0,155.0,105.0,450.0
3722,3722,4566,Prism Ark Specials,6.14,"Action, Comedy, Drama, Fantasy, Magic",Unknown,プリズム・アーク ぷりあーく,Special,6,"Dec 21, 2007 to May 23, 2008",Unknown,"Front Line, Pencil",Unknown,Unknown,Unknown,4 min. per ep.,PG-13 - Teens 13 or older,7614.0,8774,2037,0,54,1083,53,58,789,32.0,29.0,90.0,136.0,164.0,102.0,42.0,26.0,17.0,13.0
3723,3723,4567,Armageddon,4.04,"Action, Adventure, Sci-Fi",Armageddon,아마게돈,Movie,1,"Jan 19, 1996",Unknown,Unknown,Manga Entertainment,Unknown,Manga,1 hr. 26 min.,PG-13 - Teens 13 or older,10980.0,9846,1318,2,38,799,14,63,404,11.0,6.0,9.0,42.0,59.0,77.0,94.0,79.0,96.0,130.0
3724,3724,4574,Saikyou Robot Daiouja,Unknown,"Action, Sci-Fi, Mecha, Shounen",Unknown,最強ロボ ダイオージャ,TV,50,"Jan 31, 1981 to Jan 30, 1982",Winter 1981,"Sotsu, Nagoya Broadcasting Network",Unknown,Sunrise,Original,24 min. per ep.,PG-13 - Teens 13 or older,11762.0,11617,614,1,37,160,27,80,310,11.0,4.0,11.0,29.0,21.0,18.0,13.0,5.0,1.0,8.0
3725,3725,4575,Junk Story: Tetsukuzu Monogatari,4.99,"Action, Sci-Fi, Hentai",Unknown,JUNK STORY 鉄屑物語,OVA,1,"Jan 21, 1999",Unknown,Ripple Film,Unknown,Unknown,Unknown,28 min.,Rx - Hentai,Unknown,10728,879,1,65,366,38,71,339,10.0,3.0,7.0,19.0,28.0,68.0,52.0,24.0,19.0,22.0
3726,3726,4578,Time Bokan Oudou Fukko,6.11,"Action, Comedy, Mecha, Parody, Sci-Fi",Time Bokan:Royal Revival,タイムボカン王道復古,OVA,2,"Nov 26, 1993 to Jan 1, 1994",Unknown,Victor Entertainment,Sentai Filmworks,Tatsunoko Production,Unknown,30 min. per ep.,R+ - Mild Nudity,7775.0,9306,1662,1,65,608,42,89,858,18.0,15.0,52.0,110.0,124.0,80.0,27.0,14.0,8.0,16.0
3727,3727,4581,Shikabane Hime: Aka,7.24,"Action, Horror, Supernatural, Shounen",Corpse Princess:Aka,屍姫 赫,TV,13,"Oct 2, 2008 to Dec 25, 2008",Fall 2008,"Square Enix, Starchild Records",Funimation,"Gainax, feel.",Manga,24 min. per ep.,R - 17+ (violence & profanity),2613.0,1337,105202,239,5036,50514,3832,4278,41542,2194.0,4575.0,10561.0,12902.0,5803.0,2822.0,1043.0,392.0,169.0,109.0
3728,3728,4584,Topo Gigio,6.2,"Kids, Adventure, Comedy",Return of Topo Gigio,帰って来た　トッポ・ジージョ,TV,21,"Apr 27, 1988 to Sep 21, 1988",Spring 1988,Unknown,Unknown,Nippon Animation,Unknown,26 min. per ep.,PG - Children,7333.0,9435,1581,2,31,1199,30,131,190,45.0,37.0,72.0,184.0,250.0,143.0,56.0,22.0,13.0,14.0
3729,3729,4586,Daisuki! BuBu ChaCha,7.11,Kids,I love BuBu ChaCha,だいすき! ぶぶチャチャ,TV,26,"May 10, 2001 to Nov 29, 2001",Spring 2001,Amino,Unknown,Daume,Original,25 min. per ep.,G - All Ages,3159.0,9803,1361,7,40,872,51,151,247,72.0,65.0,133.0,212.0,102.0,50.0,12.0,2.0,5.0,7.0
3730,3730,4590,Soukan Yuugi,6.75,Hentai,Sexual Pursuit,相姦遊戯,OVA,2,"Aug 10, 2007 to Nov 9, 2007",Unknown,"Y.O.U.C, Media Blasters",Unknown,Unknown,Visual novel,30 min. per ep.,Rx - Hentai,Unknown,5543,7360,58,496,4669,274,234,1687,325.0,259.0,524.0,780.0,635.0,350.0,149.0,74.0,43.0,44.0
3731,3731,4591,Yoiko,6.3,"Slice of Life, Comedy, Ecchi, School",Unknown,よいこ,TV,20,"Nov 6, 1998 to Mar 26, 1999",Fall 1998,TBS,Unknown,Studio Pierrot,Manga,12 min. per ep.,R+ - Mild Nudity,6907.0,7050,4055,3,268,1192,191,294,2110,44.0,55.0,130.0,241.0,269.0,195.0,72.0,41.0,26.0,16.0
3732,3732,4596,Code Geass: Hangyaku no Lelouch Special Edition - Black Rebellion,7.62,"Action, Military, Super Power, Mecha, School",Unknown,コードギアス 反逆のルルーシュ SPECIAL EDITION BLACK REBELLION,OVA,1,"Feb 22, 2008",Unknown,"Bandai Visual, Mainichi Broadcasting System",Unknown,Sunrise,Original,1 hr. 57 min.,R - 17+ (violence & profanity),1210.0,2750,34678,77,645,21168,529,459,11877,1958.0,1820.0,3214.0,3142.0,1331.0,641.0,174.0,97.0,54.0,101.0
3733,3733,4597,Kouya no Shounen Isamu,6.28,"Action, Adventure, Shounen",Unknown,荒野の少年イサム,TV,52,"Apr 4, 1973 to Mar 27, 1974",Spring 1973,"Fuji TV, Shin-Ei Animation",Unknown,Unknown,Unknown,24 min. per ep.,G - All Ages,7003.0,11056,771,4,42,259,33,89,348,10.0,12.0,14.0,40.0,41.0,29.0,14.0,8.0,4.0,2.0
3734,3734,4598,Urikupen Kyuujo-tai,Unknown,"Adventure, Comedy, Kids",Urikupen Rescue Team,ウリクペン救助隊,TV,156,"Sep 30, 1974 to Mar 29, 1975",Fall 1974,Unknown,Unknown,Tatsunoko Production,Original,5 min. per ep.,G - All Ages,12733.0,13227,327,0,14,113,10,86,104,5.0,5.0,4.0,11.0,10.0,13.0,10.0,4.0,4.0,6.0
3735,3735,4599,Tanoshii Willow Town,6.24,"Kids, Fantasy",Unknown,楽しいウイロータウン,TV,26,"Oct 7, 1993 to Mar 31, 1994",Fall 1993,"TV Tokyo, Enoki Films",Unknown,Unknown,Book,23 min. per ep.,PG - Children,7168.0,11473,652,4,21,364,19,77,171,19.0,12.0,22.0,50.0,64.0,53.0,13.0,5.0,6.0,3.0
3736,3736,4600,Aneki... My Sweet Elder Sister The Animation,6.82,Hentai,Aneki... My Sweet Elder Sister:The Animation,あねき… MY SWEET ELDER SISTER THE ANIMATION,OVA,4,"Sep 28, 2007 to Jul 29, 2011",Unknown,"Pink Pineapple, T-Rex",Unknown,Office Takeout,Manga,30 min. per ep.,Rx - Hentai,Unknown,4689,11243,112,1328,6272,551,522,2570,499.0,431.0,763.0,1063.0,746.0,476.0,200.0,107.0,73.0,83.0
3737,3737,4601,Fairy Forest Remi-chan,4.73,Hentai,Fairy Forest Remi-chan,フェアリーフォレスト レミちゃん,OVA,1,"Apr 21, 2000",Unknown,Adult Source Media,Unknown,Unknown,Unknown,23 min.,Rx - Hentai,Unknown,8937,1920,10,110,1135,59,101,515,39.0,21.0,35.0,64.0,89.0,134.0,87.0,83.0,86.0,109.0
3738,3738,4603,Kibun Kibun,5.69,Hentai,Unknown,気分きぶん,OVA,2,"Feb 25, 2003 to May 25, 2003",Unknown,Milky Animation Label,Unknown,Unknown,Manga,30 min. per ep.,Rx - Hentai,Unknown,9860,1320,2,92,586,59,72,511,20.0,16.0,29.0,65.0,91.0,80.0,43.0,25.0,17.0,24.0
3739,3739,4604,Reijou Caster: Ingyaku no Wana,5.37,Hentai,Unknown,隷嬢キャスター 〜淫虐の罠〜,OVA,1,"Apr 18, 2003",Unknown,Unknown,Unknown,Unknown,Visual novel,52 min.,Rx - Hentai,Unknown,9565,1489,1,127,708,68,87,499,25.0,10.0,23.0,59.0,81.0,85.0,56.0,43.0,26.0,18.0
3740,3740,4606,Tsuki Kagerou,5.51,"Hentai, Yuri",Unknown,月陽炎,OVA,3,"Jun 25, 2002 to Jun 25, 2003",Unknown,Milky Animation Label,Unknown,Unknown,Visual novel,30 min. per ep.,Rx - Hentai,Unknown,9069,1832,4,145,719,84,138,746,31.0,12.0,26.0,66.0,106.0,102.0,49.0,42.0,17.0,33.0
3741,3741,4607,Tsuma to Mama to Boin,6.67,Hentai,Cantaloupe Collector,妻とママとボイン,OVA,2,"Jan 25, 2007 to Jul 25, 2007",Unknown,Milky Animation Label,Kitty Media,Flavors Soft,Visual novel,30 min. per ep.,Rx - Hentai,Unknown,5877,6415,41,563,3608,296,254,1694,261.0,171.0,347.0,596.0,486.0,327.0,102.0,62.0,41.0,42.0
3742,3742,4608,Yuuwaku Countdown: Akira,5.81,Hentai,Countdown:Akira Complex,誘惑 COUNT DOWN 鏡 AKIRA,OVA,3,"Mar 28, 1997 to Aug 29, 1997",Unknown,Pink Pineapple,SoftCel Pictures,Unknown,Manga,30 min. per ep.,Rx - Hentai,Unknown,9097,1817,7,111,799,60,108,739,30.0,20.0,63.0,89.0,135.0,106.0,46.0,26.0,20.0,31.0
3743,3743,4614,Moero Arthur: Hakuba no Ouji,6.18,"Adventure, Romance, Historical, Drama",Unknown,燃えろアーサー・白馬の王子,TV,22,"Apr 6, 1980 to Sep 21, 1980",Spring 1980,Unknown,Unknown,Toei Animation,Unknown,24 min. per ep.,PG-13 - Teens 13 or older,7464.0,11510,643,2,26,283,17,82,235,9.0,7.0,21.0,31.0,64.0,30.0,9.0,6.0,3.0,1.0
3744,3744,4615,Yama Nezumi Rocky Chuck,6.1,"Kids, Adventure, Fantasy",Fables of the Green Forest,山ねずみ ロッキーチャック,TV,52,"Jan 7, 1973 to Dec 30, 1973",Winter 1973,"Mushi Production, Fuji TV",Unknown,Nippon Animation,Unknown,26 min. per ep.,G - All Ages,7842.0,10291,1082,2,51,421,52,120,438,12.0,12.0,35.0,63.0,65.0,66.0,22.0,11.0,8.0,7.0
3745,3745,4616,Yumemiru Topo Gigio,6.06,"Kids, Adventure, Comedy",Unknown,夢見るトッポ・ジージョ,TV,13,"Oct 7, 1988 to Dec 30, 1988",Fall 1988,Unknown,Unknown,Nippon Animation,Unknown,26 min. per ep.,PG - Children,8009.0,11222,729,0,15,488,14,85,127,19.0,11.0,38.0,65.0,103.0,54.0,19.0,12.0,8.0,10.0
3746,3746,4617,Nana Toshi Monogatari: Hokkyokukai Sensen,6.25,"Sci-Fi, Drama",Unknown,七都市物語 ～北極海戦線～,OVA,2,"Jun 22, 1994",Unknown,"animate Film, Studio Junio, Sony Music Entertainment",Unknown,Unknown,Novel,29 min. per ep.,PG-13 - Teens 13 or older,7124.0,8834,1997,3,65,881,33,39,979,18.0,29.0,92.0,212.0,166.0,138.0,51.0,19.0,10.0,5.0
3747,3747,4618,RideBack,7.29,"Action, Drama, Mecha, School, Sci-Fi",Ride Back,ライドバック,TV,12,"Jan 12, 2009 to Mar 30, 2009",Winter 2009,Geneon Universal Entertainment,Funimation,Madhouse,Manga,24 min. per ep.,PG-13 - Teens 13 or older,2405.0,2472,42283,133,1767,23727,1669,1897,13223,1143.0,2503.0,5099.0,5802.0,2839.0,1399.0,479.0,154.0,64.0,57.0
3748,3748,4621,Arisubyeon-ui Kkumnamu,Unknown,"Sports, Drama",The Olympic Challenge,아리수변의 꿈나무,Movie,1,1987,Unknown,"KBS, Shinwon Productions",Unknown,Unknown,Unknown,1 hr. 15 min.,G - All Ages,13339.0,14383,230,0,10,60,4,59,97,4.0,1.0,5.0,10.0,1.0,8.0,1.0,3.0,2.0,1.0
3749,3749,4638,Milkyway,5.6,"Romance, Hentai",Unknown,Milkyway,OVA,2,"Jun 25, 2003 to Aug 25, 2003",Unknown,Lemon Heart,Unknown,Unknown,Visual novel,30 min. per ep.,Rx - Hentai,Unknown,9974,1244,2,96,560,63,73,452,22.0,14.0,25.0,39.0,74.0,67.0,42.0,24.0,18.0,16.0
3750,3750,4639,Gosenzo-sama Banbanzai!,7.28,"Sci-Fi, Comedy, Psychological, Drama",Unknown,御先祖様万々歳!,OVA,6,"Aug 5, 1989 to Jan 25, 1990",Unknown,Unknown,Unknown,Studio Pierrot,Original,30 min. per ep.,R - 17+ (violence & profanity),2411.0,6071,5883,65,252,1747,177,171,3536,123.0,234.0,422.0,323.0,182.0,101.0,61.0,32.0,18.0,16.0
3751,3751,4640,Maroko,6.33,"Sci-Fi, Comedy, Psychological, Drama",Unknown,MAROKO 麿子,Movie,1,"Mar 19, 1990",Unknown,Unknown,Unknown,Studio Pierrot,Original,1 hr. 29 min.,Unknown,6743.0,10499,977,0,39,284,17,51,586,11.0,8.0,45.0,34.0,46.0,26.0,14.0,7.0,2.0,5.0
3752,3752,4644,Injoku no Heya,5.39,"Hentai, Romance",Lewd Room,淫辱の部屋,OVA,1,"Jun 18, 2001",Unknown,Unknown,Unknown,Unknown,Unknown,30 min.,Rx - Hentai,Unknown,10642,922,1,68,418,36,73,327,16.0,9.0,9.0,29.0,44.0,65.0,31.0,20.0,24.0,18.0
3753,3753,4645,Kirameki no Kyoudai: Sex Crime,5.34,Hentai,Unknown,煌きの姉弟妹 ～SEX CRIME～,OVA,1,"May 25, 2000",Unknown,Unknown,Unknown,Unknown,Manga,29 min.,Rx - Hentai,Unknown,9394,1602,10,148,643,69,105,637,27.0,9.0,30.0,51.0,85.0,76.0,51.0,32.0,30.0,31.0
3754,3754,4646,Cobra The Animation: The Psycho-Gun,6.93,"Action, Adventure, Mecha, Sci-Fi, Space",Unknown,COBRA THE ANIMATION ザ・サイコガン,OVA,4,"Aug 29, 2008 to Feb 27, 2009",Unknown,Unknown,Sentai Filmworks,Magic Bus,Manga,30 min. per ep.,PG-13 - Teens 13 or older,3891.0,6734,4528,10,165,2640,99,123,1501,114.0,172.0,464.0,604.0,375.0,167.0,54.0,31.0,17.0,14.0
3755,3755,4650,Seihou Bukyou Outlaw Star Pilot,6.94,"Action, Sci-Fi, Space",Outlaw Star,星方武侠アウトロースター パイロット版,Special,1,"Sep 22, 2006",Unknown,"Sotsu, Victor Entertainment",Unknown,Sunrise,Manga,1 min.,R+ - Mild Nudity,3859.0,6091,5793,16,137,3556,59,80,1961,170.0,228.0,415.0,649.0,397.0,259.0,55.0,17.0,15.0,12.0
3756,3756,4651,Yume no Crayon Oukoku,6.92,"Adventure, Fantasy, Comedy, Shoujo",Crayon Kingdom of Dreams,夢のクレヨン王国,TV,70,"Sep 7, 1997 to Jan 31, 1999",Fall 1997,Unknown,Unknown,Toei Animation,Book,24 min. per ep.,G - All Ages,3931.0,8062,2727,21,203,742,196,193,1393,77.0,51.0,131.0,160.0,107.0,60.0,17.0,8.0,6.0,6.0
3757,3757,4653,Shakkin Shimai,6.09,"Hentai, School",Debt Sisters,借金姉妹,OVA,2,"Oct 25, 2007 to Mar 25, 2008",Unknown,MS Pictures,Unknown,Blue Cat,Visual novel,33 min. per ep.,Rx - Hentai,Unknown,7369,3608,11,311,1725,183,173,1216,86.0,42.0,115.0,255.0,264.0,182.0,83.0,52.0,41.0,25.0
3758,3758,4654,Toaru Majutsu no Index,7.44,"Action, Magic, Sci-Fi, Super Power",A Certain Magical Index,とある魔術の禁書目録,TV,24,"Oct 5, 2008 to Mar 19, 2009",Fall 2008,"Geneon Universal Entertainment, Square Enix, AT-X, ASCII Media Works, Kadokawa Contents Gate",Funimation,J.C.Staff,Light novel,23 min. per ep.,R - 17+ (violence & profanity),1764.0,161,635900,7585,40651,385870,29487,27135,152757,24351.0,41739.0,87396.0,91006.0,38838.0,17489.0,6677.0,2484.0,1032.0,826.0
3759,3759,4657,Arad Senki: Slap Up Party,6.75,"Action, Adventure, Comedy, Fantasy",Unknown,アラド戦記 ～スラップアップパーティー～,TV,26,"Apr 4, 2009 to Sep 26, 2009",Spring 2009,"Studio Mausu, Sotsu Music Publishing",Unknown,Gonzo,Game,25 min. per ep.,PG-13 - Teens 13 or older,4677.0,4201,14658,34,1213,5875,1139,1772,4659,265.0,431.0,938.0,1547.0,1198.0,696.0,292.0,151.0,77.0,43.0
